"sku","status"
"01ID0105405","ACTUAL"
"01ID0105413","ACTUAL"
"01ID0105414","ACTUAL"
"01ID0112000","ACTUAL"
"01ID0112001","ACTUAL"
"01ID0112002","ACTUAL"
"01ID0112003","ACTUAL"
"01ID0112004","ACTUAL"
"01ID0112005","ACTUAL"
"01ID0112013","ACTUAL"
"01ID0112014","ACTUAL"
"01ID0114500","ACTUAL"
"01ID0114501","ACTUAL"
"01ID0114502","ACTUAL"
"01ID0114503","ACTUAL"
"01ID0114504","ACTUAL"
"01ID0114505","ACTUAL"
"01ID0114513","ACTUAL"
"01ID0114514","ACTUAL"
"01ID0123500","ACTUAL"
"01ID0123501","ACTUAL"
"01ID0123502","ACTUAL"
"01ID0123503","ACTUAL"
"01ID0123504","ACTUAL"
"01ID0123505","ACTUAL"
"01ID0123513","ACTUAL"
"01ID0123514","ACTUAL"
"01ID0131000","ACTUAL"
"01ID0131001","ACTUAL"
"01ID0131002","ACTUAL"
"01ID0131003","ACTUAL"
"01ID0131004","ACTUAL"
"01ID0131005","ACTUAL"
"01ID0131013","ACTUAL"
"01ID0131014","ACTUAL"
"01ID0135000","ACTUAL"
"01ID0135001","ACTUAL"
"01ID0135002","ACTUAL"
"01ID0135003","ACTUAL"
"01ID0135004","ACTUAL"
"01ID0135005","ACTUAL"
"01ID0135013","ACTUAL"
"01ID0135014","ACTUAL"
"01ID0144100","ACTUAL"
"01ID0144101","ACTUAL"
"01ID0144102","ACTUAL"
"01ID0144103","ACTUAL"
"01ID0144104","ACTUAL"
"01ID0144105","ACTUAL"
"01ID0144113","ACTUAL"
"01ID0144114","ACTUAL"
"01ID0145000","ACTUAL"
"01ID0145001","ACTUAL"
"01ID0145002","ACTUAL"
"01ID0145003","ACTUAL"
"01ID0145004","ACTUAL"
"01ID0145005","ACTUAL"
"01ID0145013","ACTUAL"
"01ID0145014","ACTUAL"
"01ID0152000","ACTUAL"
"01ID0152001","ACTUAL"
"01ID0152002","ACTUAL"
"01ID0152003","ACTUAL"
"01ID0152004","ACTUAL"
"01ID0152005","ACTUAL"
"01ID0152013","ACTUAL"
"01ID0152014","ACTUAL"
"01ID0154000","ACTUAL"
"01ID0154001","ACTUAL"
"01ID0154002","ACTUAL"
"01ID0154003","ACTUAL"
"01ID0154004","ACTUAL"
"01ID0154005","ACTUAL"
"01ID0154013","ACTUAL"
"01ID0154014","ACTUAL"
"01ID0161000","ACTUAL"
"01ID0161001","ACTUAL"
"01ID0161002","ACTUAL"
"01ID0161003","ACTUAL"
"01ID0161004","ACTUAL"
"01ID0161005","ACTUAL"
"01ID0161013","ACTUAL"
"01ID0161014","ACTUAL"
"01ID0173200","ACTUAL"
"01ID0173201","ACTUAL"
"01ID0173202","ACTUAL"
"01ID0173203","ACTUAL"
"01ID0173204","ACTUAL"
"01ID0173205","ACTUAL"
"01ID0173213","ACTUAL"
"01ID0173214","ACTUAL"
"01ID01l9800","ACTUAL"
"01ID01l9801","ACTUAL"
"01ID01l9802","ACTUAL"
"01ID01l9803","ACTUAL"
"01ID01l9804","ACTUAL"
"01ID01l9805","ACTUAL"
"01ID01l9813","ACTUAL"
"01ID01l9814","ACTUAL"
"01ID01m0200","ACTUAL"
"01ID01m0201","ACTUAL"
"01ID01m0202","ACTUAL"
"01ID01m0203","ACTUAL"
"01ID01m0204","ACTUAL"
"01ID01m0205","ACTUAL"
"01ID01m0213","ACTUAL"
"01ID01m0214","ACTUAL"
"01ID0200100","ACTUAL"
"01ID0200101","ACTUAL"
"01ID0200102","ACTUAL"
"01ID0200103","ACTUAL"
"01ID0200104","ACTUAL"
"01ID0200105","ACTUAL"
"01ID0200113","ACTUAL"
"01ID0200114","ACTUAL"
"01ID0200200","ACTUAL"
"01ID0200201","ACTUAL"
"01ID0200202","ACTUAL"
"01ID0200203","ACTUAL"
"01ID0200204","ACTUAL"
"01ID0200205","ACTUAL"
"01ID0200213","ACTUAL"
"01ID0200214","ACTUAL"
"01ID0200215","ACTUAL"
"01ID0200300","ACTUAL"
"01ID0200301","ACTUAL"
"01ID0200302","ACTUAL"
"01ID0200303","ACTUAL"
"01ID0200304","ACTUAL"
"01ID0200305","ACTUAL"
"01ID0200313","ACTUAL"
"01ID0200314","ACTUAL"
"01ID0200315","ACTUAL"
"01ID0200400","ACTUAL"
"01ID0200401","ACTUAL"
"01ID0200402","ACTUAL"
"01ID0200403","ACTUAL"
"01ID0200404","ACTUAL"
"01ID0200405","ACTUAL"
"01ID0200413","ACTUAL"
"01ID0200414","ACTUAL"
"01ID0202000","ACTUAL"
"01ID0202001","ACTUAL"
"01ID0202002","ACTUAL"
"01ID0202003","ACTUAL"
"01ID0202004","ACTUAL"
"01ID0202005","ACTUAL"
"01ID0202013","ACTUAL"
"01ID0202014","ACTUAL"
"01ID0203700","SELLOUT"
"01ID0203701","SELLOUT"
"01ID0203702","SELLOUT"
"01ID0203703","SELLOUT"
"01ID0203704","SELLOUT"
"01ID0203705","SELLOUT"
"01ID0203713","SELLOUT"
"01ID0203714","SELLOUT"
"01ID0207400","SELLOUT"
"01ID0207401","SELLOUT"
"01ID0207402","SELLOUT"
"01ID0207403","SELLOUT"
"01ID0207404","SELLOUT"
"01ID0207405","SELLOUT"
"01ID0207413","SELLOUT"
"01ID0207414","SELLOUT"
"01ID0223500","SELLOUT"
"01ID0223501","SELLOUT"
"01ID0223502","SELLOUT"
"01ID0223503","SELLOUT"
"01ID0223504","SELLOUT"
"01ID0223505","SELLOUT"
"01ID0223513","SELLOUT"
"01ID0223514","SELLOUT"
"01ID0245000","ACTUAL"
"01ID0245001","ACTUAL"
"01ID0245002","ACTUAL"
"01ID0245003","ACTUAL"
"01ID0245004","ACTUAL"
"01ID0245005","ACTUAL"
"01ID0245013","ACTUAL"
"01ID0245014","ACTUAL"
"01ID0252000","SELLOUT"
"01ID0252001","SELLOUT"
"01ID0252002","SELLOUT"
"01ID0252003","SELLOUT"
"01ID0252004","SELLOUT"
"01ID0252005","SELLOUT"
"01ID0252013","SELLOUT"
"01ID0252014","SELLOUT"
"01ID0261000","ACTUAL"
"01ID0261001","ACTUAL"
"01ID0261002","ACTUAL"
"01ID0261003","ACTUAL"
"01ID0261004","ACTUAL"
"01ID0261005","ACTUAL"
"01ID0261013","ACTUAL"
"01ID0261014","ACTUAL"
"01ID0261015","ACTUAL"
"01ID02m0200","SELLOUT"
"01ID02m0201","SELLOUT"
"01ID02m0202","SELLOUT"
"01ID02m0203","SELLOUT"
"01ID02m0204","SELLOUT"
"01ID02m0205","SELLOUT"
"01ID02m0213","SELLOUT"
"01ID02m0214","SELLOUT"
"01ID0300100","ACTUAL"
"01ID0300101","ACTUAL"
"01ID0300102","ACTUAL"
"01ID0300103","ACTUAL"
"01ID0300104","ACTUAL"
"01ID0300105","ACTUAL"
"01ID0300113","ACTUAL"
"01ID0300114","ACTUAL"
"01ID0300200","ACTUAL"
"01ID0300201","ACTUAL"
"01ID0300202","ACTUAL"
"01ID0300203","ACTUAL"
"01ID0300204","ACTUAL"
"01ID0300205","ACTUAL"
"01ID0300213","ACTUAL"
"01ID0300214","ACTUAL"
"01ID0300215","ACTUAL"
"01ID0300300","ACTUAL"
"01ID0300301","ACTUAL"
"01ID0300302","ACTUAL"
"01ID0300303","ACTUAL"
"01ID0300304","ACTUAL"
"01ID0300305","ACTUAL"
"01ID0300313","ACTUAL"
"01ID0300314","ACTUAL"
"01ID0300315","ACTUAL"
"01ID0300400","ACTUAL"
"01ID0300401","ACTUAL"
"01ID0300402","ACTUAL"
"01ID0300403","ACTUAL"
"01ID0300404","ACTUAL"
"01ID0300405","ACTUAL"
"01ID0300413","ACTUAL"
"01ID0300414","ACTUAL"
"01ID0302000","ACTUAL"
"01ID0302001","ACTUAL"
"01ID0302002","ACTUAL"
"01ID0302003","ACTUAL"
"01ID0302004","ACTUAL"
"01ID0302005","ACTUAL"
"01ID0302013","ACTUAL"
"01ID0302014","ACTUAL"
"01ID0307400","SELLOUT"
"01ID0307401","SELLOUT"
"01ID0307402","SELLOUT"
"01ID0307403","SELLOUT"
"01ID0307404","SELLOUT"
"01ID0307405","SELLOUT"
"01ID0307413","SELLOUT"
"01ID0307414","SELLOUT"
"01ID0314500","SELLOUT"
"01ID0314501","SELLOUT"
"01ID0314502","SELLOUT"
"01ID0314503","SELLOUT"
"01ID0314504","SELLOUT"
"01ID0314505","SELLOUT"
"01ID0314513","SELLOUT"
"01ID0314514","SELLOUT"
"01ID0323500","SELLOUT"
"01ID0323501","SELLOUT"
"01ID0323502","SELLOUT"
"01ID0323503","SELLOUT"
"01ID0323504","SELLOUT"
"01ID0323505","SELLOUT"
"01ID0323513","SELLOUT"
"01ID0323514","SELLOUT"
"01ID0345000","ACTUAL"
"01ID0345001","ACTUAL"
"01ID0345002","ACTUAL"
"01ID0345003","ACTUAL"
"01ID0345004","ACTUAL"
"01ID0345005","ACTUAL"
"01ID0345013","ACTUAL"
"01ID0345014","ACTUAL"
"01ID0352000","SELLOUT"
"01ID0352001","SELLOUT"
"01ID0352002","SELLOUT"
"01ID0352003","SELLOUT"
"01ID0352004","SELLOUT"
"01ID0352005","SELLOUT"
"01ID0352013","SELLOUT"
"01ID0352014","SELLOUT"
"01ID0361000","ACTUAL"
"01ID0361001","ACTUAL"
"01ID0361002","ACTUAL"
"01ID0361003","ACTUAL"
"01ID0361004","ACTUAL"
"01ID0361005","ACTUAL"
"01ID0361013","ACTUAL"
"01ID0361014","ACTUAL"
"01ID0361015","ACTUAL"
"01ID03m0200","SELLOUT"
"01ID03m0201","SELLOUT"
"01ID03m0202","SELLOUT"
"01ID03m0203","SELLOUT"
"01ID03m0204","SELLOUT"
"01ID03m0205","SELLOUT"
"01ID03m0213","SELLOUT"
"01ID03m0214","SELLOUT"
"01ID0400101","ACTUAL"
"01ID0400102","ACTUAL"
"01ID0400103","ACTUAL"
"01ID0400104","ACTUAL"
"01ID0400105","ACTUAL"
"01ID0400113","ACTUAL"
"01ID0400201","ACTUAL"
"01ID0400202","ACTUAL"
"01ID0400203","ACTUAL"
"01ID0400204","ACTUAL"
"01ID0400205","ACTUAL"
"01ID0400213","ACTUAL"
"01ID0400301","ACTUAL"
"01ID0400302","ACTUAL"
"01ID0400303","ACTUAL"
"01ID0400304","ACTUAL"
"01ID0400305","ACTUAL"
"01ID0400313","ACTUAL"
"01ID0400401","ACTUAL"
"01ID0400402","ACTUAL"
"01ID0400403","ACTUAL"
"01ID0400404","ACTUAL"
"01ID0400405","ACTUAL"
"01ID0400413","ACTUAL"
"01ID0461001","ACTUAL"
"01ID0461002","ACTUAL"
"01ID0461003","ACTUAL"
"01ID0461004","ACTUAL"
"01ID0461005","ACTUAL"
"01ID0461013","ACTUAL"
"01ID1000100","ACTUAL"
"01ID1000101","ACTUAL"
"01ID1000102","ACTUAL"
"01ID1000103","ACTUAL"
"01ID1000104","ACTUAL"
"01ID1000105","ACTUAL"
"01ID1000113","ACTUAL"
"01ID1000200","ACTUAL"
"01ID1000201","ACTUAL"
"01ID1000202","ACTUAL"
"01ID1000203","ACTUAL"
"01ID1000204","ACTUAL"
"01ID1000205","ACTUAL"
"01ID1000213","ACTUAL"
"01ID1000300","ACTUAL"
"01ID1000301","ACTUAL"
"01ID1000302","ACTUAL"
"01ID1000303","ACTUAL"
"01ID1000304","ACTUAL"
"01ID1000305","ACTUAL"
"01ID1000313","ACTUAL"
"01ID1000400","ACTUAL"
"01ID1000401","ACTUAL"
"01ID1000402","ACTUAL"
"01ID1000403","ACTUAL"
"01ID1000404","ACTUAL"
"01ID1000405","ACTUAL"
"01ID1000413","ACTUAL"
"01ID1002000","ACTUAL"
"01ID1002001","ACTUAL"
"01ID1002002","ACTUAL"
"01ID1002003","ACTUAL"
"01ID1002004","ACTUAL"
"01ID1002005","ACTUAL"
"01ID1002013","ACTUAL"
"01ID1003700","ACTUAL"
"01ID1003701","ACTUAL"
"01ID1003702","ACTUAL"
"01ID1003703","ACTUAL"
"01ID1003704","ACTUAL"
"01ID1003705","ACTUAL"
"01ID1003713","ACTUAL"
"01ID1005400","ACTUAL"
"01ID1005401","ACTUAL"
"01ID1005402","ACTUAL"
"01ID1005403","ACTUAL"
"01ID1005404","ACTUAL"
"01ID1005405","ACTUAL"
"01ID1005413","ACTUAL"
"01ID1012000","ACTUAL"
"01ID1012001","ACTUAL"
"01ID1012002","ACTUAL"
"01ID1012003","ACTUAL"
"01ID1012004","ACTUAL"
"01ID1012005","ACTUAL"
"01ID1012013","ACTUAL"
"01ID1014500","ACTUAL"
"01ID1014501","ACTUAL"
"01ID1014502","ACTUAL"
"01ID1014503","ACTUAL"
"01ID1014504","ACTUAL"
"01ID1014505","ACTUAL"
"01ID1014513","ACTUAL"
"01ID1023500","ACTUAL"
"01ID1023501","ACTUAL"
"01ID1023502","ACTUAL"
"01ID1023503","ACTUAL"
"01ID1023504","ACTUAL"
"01ID1023505","ACTUAL"
"01ID1023513","ACTUAL"
"01ID1031000","ACTUAL"
"01ID1031001","ACTUAL"
"01ID1031002","ACTUAL"
"01ID1031003","ACTUAL"
"01ID1031004","ACTUAL"
"01ID1031005","ACTUAL"
"01ID1031013","ACTUAL"
"01ID1035000","ACTUAL"
"01ID1035001","ACTUAL"
"01ID1035002","ACTUAL"
"01ID1035003","ACTUAL"
"01ID1035004","ACTUAL"
"01ID1035005","ACTUAL"
"01ID1035013","ACTUAL"
"01ID1044100","ACTUAL"
"01ID1044101","ACTUAL"
"01ID1044102","ACTUAL"
"01ID1044103","ACTUAL"
"01ID1044104","ACTUAL"
"01ID1044105","ACTUAL"
"01ID1044113","ACTUAL"
"01ID1045000","ACTUAL"
"01ID1045001","ACTUAL"
"01ID1045002","ACTUAL"
"01ID1045003","ACTUAL"
"01ID1045004","ACTUAL"
"01ID1045005","ACTUAL"
"01ID1045013","ACTUAL"
"01ID1052000","ACTUAL"
"01ID1052001","ACTUAL"
"01ID1052002","ACTUAL"
"01ID1052003","ACTUAL"
"01ID1052004","ACTUAL"
"01ID1052005","ACTUAL"
"01ID1052013","ACTUAL"
"01ID1054000","ACTUAL"
"01ID1054001","ACTUAL"
"01ID1054002","ACTUAL"
"01ID1054003","ACTUAL"
"01ID1054004","ACTUAL"
"01ID1054005","ACTUAL"
"01ID1054013","ACTUAL"
"01ID1061000","ACTUAL"
"01ID1061001","ACTUAL"
"01ID1061002","ACTUAL"
"01ID1061003","ACTUAL"
"01ID1061004","ACTUAL"
"01ID1061005","ACTUAL"
"01ID1061013","ACTUAL"
"01ID1073200","ACTUAL"
"01ID1073201","ACTUAL"
"01ID1073202","ACTUAL"
"01ID1073203","ACTUAL"
"01ID1073204","ACTUAL"
"01ID1073205","ACTUAL"
"01ID1073213","ACTUAL"
"01ID10l9800","ACTUAL"
"01ID10l9801","ACTUAL"
"01ID10l9802","ACTUAL"
"01ID10l9803","ACTUAL"
"01ID10l9804","ACTUAL"
"01ID10l9805","ACTUAL"
"01ID10l9813","ACTUAL"
"01ID10m0200","ACTUAL"
"01ID10m0201","ACTUAL"
"01ID10m0202","ACTUAL"
"01ID10m0203","ACTUAL"
"01ID10m0204","ACTUAL"
"01ID10m0205","ACTUAL"
"01ID10m0213","ACTUAL"
"01J87300200","ACTUAL"
"01J87300201","ACTUAL"
"01J87300202","ACTUAL"
"01J87300203","ACTUAL"
"01J87300204","ACTUAL"
"01J87300205","ACTUAL"
"01J87300213","ACTUAL"
"01J87300300","ACTUAL"
"01J87300301","ACTUAL"
"01J87300302","ACTUAL"
"01J87300303","ACTUAL"
"01J87300304","ACTUAL"
"01J87300305","ACTUAL"
"01J87300313","ACTUAL"
"01J87367000","ACTUAL"
"01J87367001","ACTUAL"
"01J87367002","ACTUAL"
"01J87367003","ACTUAL"
"01J87367004","ACTUAL"
"01J87367005","ACTUAL"
"01J87367013","ACTUAL"
"01TM4200101","ACTUAL"
"01TM4200102","ACTUAL"
"01TM4200103","ACTUAL"
"01TM4200104","ACTUAL"
"01TM4200105","ACTUAL"
"01TM4200113","ACTUAL"
"01TM4200201","ACTUAL"
"01TM4200202","ACTUAL"
"01TM4200203","ACTUAL"
"01TM4200204","ACTUAL"
"01TM4200205","ACTUAL"
"01TM4200213","ACTUAL"
"01TM4200301","ACTUAL"
"01TM4200302","ACTUAL"
"01TM4200303","ACTUAL"
"01TM4200304","ACTUAL"
"01TM4200305","ACTUAL"
"01TM4200313","ACTUAL"
"01TM4200401","ACTUAL"
"01TM4200402","ACTUAL"
"01TM4200403","ACTUAL"
"01TM4200404","ACTUAL"
"01TM4200405","ACTUAL"
"01TM4200413","ACTUAL"
"01TM4203901","ACTUAL"
"01TM4203902","ACTUAL"
"01TM4203903","ACTUAL"
"01TM4203904","ACTUAL"
"01TM4203905","ACTUAL"
"01TM4203913","ACTUAL"
"01TM4221001","ACTUAL"
"01TM4221002","ACTUAL"
"01TM4221003","ACTUAL"
"01TM4221004","ACTUAL"
"01TM4221005","ACTUAL"
"01TM4221013","ACTUAL"
"01TM4223501","ACTUAL"
"01TM4223502","ACTUAL"
"01TM4223503","ACTUAL"
"01TM4223504","ACTUAL"
"01TM4223505","ACTUAL"
"01TM4223513","ACTUAL"
"01TM4231001","ACTUAL"
"01TM4231002","ACTUAL"
"01TM4231003","ACTUAL"
"01TM4231004","ACTUAL"
"01TM4231005","ACTUAL"
"01TM4231013","ACTUAL"
"01TM4244101","ACTUAL"
"01TM4244102","ACTUAL"
"01TM4244103","ACTUAL"
"01TM4244104","ACTUAL"
"01TM4244105","ACTUAL"
"01TM4244113","ACTUAL"
"01TM4245001","ACTUAL"
"01TM4245002","ACTUAL"
"01TM4245003","ACTUAL"
"01TM4245004","ACTUAL"
"01TM4245005","ACTUAL"
"01TM4245013","ACTUAL"
"01TM4255501","ACTUAL"
"01TM4255502","ACTUAL"
"01TM4255503","ACTUAL"
"01TM4255504","ACTUAL"
"01TM4255505","ACTUAL"
"01TM4255513","ACTUAL"
"01TM4262001","ACTUAL"
"01TM4262002","ACTUAL"
"01TM4262003","ACTUAL"
"01TM4262004","ACTUAL"
"01TM4262005","ACTUAL"
"01TM4262013","ACTUAL"
"01TM4267001","ACTUAL"
"01TM4267002","ACTUAL"
"01TM4267003","ACTUAL"
"01TM4267004","ACTUAL"
"01TM4267005","ACTUAL"
"01TM4267013","ACTUAL"
"01TM4273201","ACTUAL"
"01TM4273202","ACTUAL"
"01TM4273203","ACTUAL"
"01TM4273204","ACTUAL"
"01TM4273205","ACTUAL"
"01TM4273213","ACTUAL"
"01TM42u3701","ACTUAL"
"01TM42u3702","ACTUAL"
"01TM42u3703","ACTUAL"
"01TM42u3704","ACTUAL"
"01TM42u3705","ACTUAL"
"01TM42u3713","ACTUAL"
"01TM42u3901","ACTUAL"
"01TM42u3902","ACTUAL"
"01TM42u3903","ACTUAL"
"01TM42u3904","ACTUAL"
"01TM42u3905","ACTUAL"
"01TM42u3913","ACTUAL"
"01TM42u4101","ACTUAL"
"01TM42u4102","ACTUAL"
"01TM42u4103","ACTUAL"
"01TM42u4104","ACTUAL"
"01TM42u4105","ACTUAL"
"01TM42u4113","ACTUAL"
"01TM42u4301","ACTUAL"
"01TM42u4302","ACTUAL"
"01TM42u4303","ACTUAL"
"01TM42u4304","ACTUAL"
"01TM42u4305","ACTUAL"
"01TM42u4313","ACTUAL"
"01TM4400101","ACTUAL"
"01TM4400102","ACTUAL"
"01TM4400103","ACTUAL"
"01TM4400104","ACTUAL"
"01TM4400105","ACTUAL"
"01TM4400113","ACTUAL"
"01TM4400201","ACTUAL"
"01TM4400202","ACTUAL"
"01TM4400203","ACTUAL"
"01TM4400204","ACTUAL"
"01TM4400205","ACTUAL"
"01TM4400213","ACTUAL"
"01TM4400301","ACTUAL"
"01TM4400302","ACTUAL"
"01TM4400303","ACTUAL"
"01TM4400304","ACTUAL"
"01TM4400305","ACTUAL"
"01TM4400313","ACTUAL"
"01TM4400401","ACTUAL"
"01TM4400402","ACTUAL"
"01TM4400403","ACTUAL"
"01TM4400404","ACTUAL"
"01TM4400405","ACTUAL"
"01TM4400413","ACTUAL"
"01TM4403901","ACTUAL"
"01TM4403902","ACTUAL"
"01TM4403903","ACTUAL"
"01TM4403904","ACTUAL"
"01TM4403905","ACTUAL"
"01TM4403913","ACTUAL"
"01TM4455501","ACTUAL"
"01TM4455502","ACTUAL"
"01TM4455503","ACTUAL"
"01TM4455504","ACTUAL"
"01TM4455505","ACTUAL"
"01TM4455513","ACTUAL"
"01TM4675101","ACTUAL"
"01TM4675102","ACTUAL"
"01TM4675103","ACTUAL"
"01TM4675104","ACTUAL"
"01TM4675105","ACTUAL"
"01TM4675113","ACTUAL"
"01TM4675401","ACTUAL"
"01TM4675402","ACTUAL"
"01TM4675403","ACTUAL"
"01TM4675404","ACTUAL"
"01TM4675405","ACTUAL"
"01TM4675413","ACTUAL"
"01TM46k2701","ACTUAL"
"01TM46k2702","ACTUAL"
"01TM46k2703","ACTUAL"
"01TM46k2704","ACTUAL"
"01TM46k2705","ACTUAL"
"01TM46k2713","ACTUAL"
"01TM46r3701","ACTUAL"
"01TM46r3702","ACTUAL"
"01TM46r3703","ACTUAL"
"01TM46r3704","ACTUAL"
"01TM46r3705","ACTUAL"
"01TM46r3713","ACTUAL"
"01TM46r3801","ACTUAL"
"01TM46r3802","ACTUAL"
"01TM46r3803","ACTUAL"
"01TM46r3804","ACTUAL"
"01TM46r3805","ACTUAL"
"01TM46r3813","ACTUAL"
"01TM5500101","ACTUAL"
"01TM5500102","ACTUAL"
"01TM5500103","ACTUAL"
"01TM5500104","ACTUAL"
"01TM5500105","ACTUAL"
"01TM5500113","ACTUAL"
"01TM5500201","ACTUAL"
"01TM5500202","ACTUAL"
"01TM5500203","ACTUAL"
"01TM5500204","ACTUAL"
"01TM5500205","ACTUAL"
"01TM5500213","ACTUAL"
"01TM5500301","ACTUAL"
"01TM5500302","ACTUAL"
"01TM5500303","ACTUAL"
"01TM5500304","ACTUAL"
"01TM5500305","ACTUAL"
"01TM5500313","ACTUAL"
"01TM5500401","ACTUAL"
"01TM5500402","ACTUAL"
"01TM5500403","ACTUAL"
"01TM5500404","ACTUAL"
"01TM5500405","ACTUAL"
"01TM5500413","ACTUAL"
"01TM55c0801","ACTUAL"
"01TM55c0802","ACTUAL"
"01TM55c0803","ACTUAL"
"01TM55c0804","ACTUAL"
"01TM55c0805","ACTUAL"
"01TM55c0813","ACTUAL"
"01TM55i3301","ACTUAL"
"01TM55i3302","ACTUAL"
"01TM55i3303","ACTUAL"
"01TM55i3304","ACTUAL"
"01TM55i3305","ACTUAL"
"01TM55i3313","ACTUAL"
"01TM55t5701","ACTUAL"
"01TM55t5702","ACTUAL"
"01TM55t5703","ACTUAL"
"01TM55t5704","ACTUAL"
"01TM55t5705","ACTUAL"
"01TM55t5713","ACTUAL"
"01TM55t5801","ACTUAL"
"01TM55t5802","ACTUAL"
"01TM55t5803","ACTUAL"
"01TM55t5804","ACTUAL"
"01TM55t5805","ACTUAL"
"01TM55t5813","ACTUAL"
"01TM55t5901","ACTUAL"
"01TM55t5902","ACTUAL"
"01TM55t5903","ACTUAL"
"01TM55t5904","ACTUAL"
"01TM55t5905","ACTUAL"
"01TM55t5913","ACTUAL"
"01TM55u4601","ACTUAL"
"01TM55u4602","ACTUAL"
"01TM55u4603","ACTUAL"
"01TM55u4604","ACTUAL"
"01TM55u4605","ACTUAL"
"01TM55u4613","ACTUAL"
"01TM7000101","ACTUAL"
"01TM7000102","ACTUAL"
"01TM7000103","ACTUAL"
"01TM7000104","ACTUAL"
"01TM7000105","ACTUAL"
"01TM7000113","ACTUAL"
"01TM7000201","ACTUAL"
"01TM7000202","ACTUAL"
"01TM7000203","ACTUAL"
"01TM7000204","ACTUAL"
"01TM7000205","ACTUAL"
"01TM7000213","ACTUAL"
"01TM7010501","ACTUAL"
"01TM7010502","ACTUAL"
"01TM7010503","ACTUAL"
"01TM7010504","ACTUAL"
"01TM7010505","ACTUAL"
"01TM7010513","ACTUAL"
"01TM7062001","ACTUAL"
"01TM7062002","ACTUAL"
"01TM7062003","ACTUAL"
"01TM7062004","ACTUAL"
"01TM7062005","ACTUAL"
"01TM7062013","ACTUAL"
"01TM70u3401","ACTUAL"
"01TM70u3402","ACTUAL"
"01TM70u3403","ACTUAL"
"01TM70u3404","ACTUAL"
"01TM70u3405","ACTUAL"
"01TM70u3413","ACTUAL"
"01TM70u3501","ACTUAL"
"01TM70u3502","ACTUAL"
"01TM70u3503","ACTUAL"
"01TM70u3504","ACTUAL"
"01TM70u3505","ACTUAL"
"01TM70u3513","ACTUAL"
"01TM7200101","ACTUAL"
"01TM7200102","ACTUAL"
"01TM7200103","ACTUAL"
"01TM7200104","ACTUAL"
"01TM7200105","ACTUAL"
"01TM7200113","ACTUAL"
"01TM7200201","ACTUAL"
"01TM7200202","ACTUAL"
"01TM7200203","ACTUAL"
"01TM7200204","ACTUAL"
"01TM7200205","ACTUAL"
"01TM7200213","ACTUAL"
"01TM7210501","ACTUAL"
"01TM7210502","ACTUAL"
"01TM7210503","ACTUAL"
"01TM7210504","ACTUAL"
"01TM7210505","ACTUAL"
"01TM7210513","ACTUAL"
"01TM7262001","ACTUAL"
"01TM7262002","ACTUAL"
"01TM7262003","ACTUAL"
"01TM7262004","ACTUAL"
"01TM7262005","ACTUAL"
"01TM7262013","ACTUAL"
"01TM72u3501","ACTUAL"
"01TM72u3502","ACTUAL"
"01TM72u3503","ACTUAL"
"01TM72u3504","ACTUAL"
"01TM72u3505","ACTUAL"
"01TM72u3513","ACTUAL"
"01TW4300100","ACTUAL"
"01TW4300101","ACTUAL"
"01TW4300102","ACTUAL"
"01TW4300103","ACTUAL"
"01TW4300104","ACTUAL"
"01TW4300105","ACTUAL"
"01TW4300200","ACTUAL"
"01TW4300201","ACTUAL"
"01TW4300202","ACTUAL"
"01TW4300203","ACTUAL"
"01TW4300204","ACTUAL"
"01TW4300205","ACTUAL"
"01TW4300300","ACTUAL"
"01TW4300301","ACTUAL"
"01TW4300302","ACTUAL"
"01TW4300303","ACTUAL"
"01TW4300304","ACTUAL"
"01TW4300305","ACTUAL"
"01TW4300400","ACTUAL"
"01TW4300401","ACTUAL"
"01TW4300402","ACTUAL"
"01TW4300403","ACTUAL"
"01TW4300404","ACTUAL"
"01TW4300405","ACTUAL"
"01TW4303900","ACTUAL"
"01TW4303901","ACTUAL"
"01TW4303902","ACTUAL"
"01TW4303903","ACTUAL"
"01TW4303904","ACTUAL"
"01TW4303905","ACTUAL"
"01TW4321000","ACTUAL"
"01TW4321001","ACTUAL"
"01TW4321002","ACTUAL"
"01TW4321003","ACTUAL"
"01TW4321004","ACTUAL"
"01TW4321005","ACTUAL"
"01TW4323500","ACTUAL"
"01TW4323501","ACTUAL"
"01TW4323502","ACTUAL"
"01TW4323503","ACTUAL"
"01TW4323504","ACTUAL"
"01TW4323505","ACTUAL"
"01TW4331000","ACTUAL"
"01TW4331001","ACTUAL"
"01TW4331002","ACTUAL"
"01TW4331003","ACTUAL"
"01TW4331004","ACTUAL"
"01TW4331005","ACTUAL"
"01TW4344100","ACTUAL"
"01TW4344101","ACTUAL"
"01TW4344102","ACTUAL"
"01TW4344103","ACTUAL"
"01TW4344104","ACTUAL"
"01TW4344105","ACTUAL"
"01TW4345000","ACTUAL"
"01TW4345001","ACTUAL"
"01TW4345002","ACTUAL"
"01TW4345003","ACTUAL"
"01TW4345004","ACTUAL"
"01TW4345005","ACTUAL"
"01TW4355500","ACTUAL"
"01TW4355501","ACTUAL"
"01TW4355502","ACTUAL"
"01TW4355503","ACTUAL"
"01TW4355504","ACTUAL"
"01TW4355505","ACTUAL"
"01TW4362000","ACTUAL"
"01TW4362001","ACTUAL"
"01TW4362002","ACTUAL"
"01TW4362003","ACTUAL"
"01TW4362004","ACTUAL"
